1 -8.38861e+06 6.83531e+08
2 -8.38861e+06 3.41714e+08
3 -8.38861e+06 2.27752e+08
4 -8.38861e+06 1.70754e+08
5 -8.38861e+06 1.36541e+08
6 -8.38861e+06 1.13722e+08
7 -8.38861e+06 9.74119e+07
8 -8.38861e+06 8.5171e+07
9 -8.38861e+06 7.56426e+07
10 -8.38861e+06 6.8013e+07
11 -8.38861e+06 6.17644e+07
12 -8.38861e+06 5.65514e+07
13 -8.38861e+06 5.21351e+07
14 -8.38861e+06 4.83447e+07
15 -8.38861e+06 4.50551e+07
16 -8.38861e+06 4.21724e+07
17 -8.38861e+06 3.96247e+07
18 -8.38861e+06 3.73562e+07
19 -8.38861e+06 3.53228e+07
20 -8.38861e+06 3.34892e+07
21 -8.38861e+06 3.18269e+07
22 -8.38861e+06 3.03125e+07
23 -8.38861e+06 2.89268e+07
24 -8.38861e+06 2.76535e+07
25 -8.38861e+06 2.64793e+07
26 -8.38861e+06 2.53927e+07
27 -8.38861e+06 2.43839e+07
28 -8.38861e+06 2.34446e+07
29 -8.38861e+06 2.25676e+07
30 -8.38861e+06 2.17466e+07
31 -8.38861e+06 2.09763e+07
32 -8.38861e+06 2.02519e+07
33 -8.38861e+06 1.95691e+07
34 -8.38861e+06 1.89244e+07
35 -8.38861e+06 1.83144e+07
36 -8.38861e+06 1.77362e+07
37 -8.38861e+06 1.71873e+07
38 -8.38861e+06 1.66653e+07
39 -8.38861e+06 1.61682e+07
40 -8.38861e+06 1.5694e+07
41 -8.38861e+06 1.52411e+07
42 -8.38861e+06 1.4808e+07
43 -8.38861e+06 1.43932e+07
44 -8.38861e+06 1.39955e+07
45 -8.38861e+06 1.36138e+07
46 -8.38861e+06 1.32471e+07
47 -8.38861e+06 1.28942e+07
48 -8.38861e+06 1.25544e+07
49 -8.38861e+06 1.22269e+07
50 -8.38861e+06 1.19109e+07
51 -8.38861e+06 1.16057e+07
52 -8.38861e+06 1.13107e+07
53 -8.38861e+06 1.10253e+07
54 -8.38861e+06 1.0749e+07
55 -8.38861e+06 1.04812e+07
56 -8.38861e+06 1.02215e+07
57 -8.38861e+06 9.96952e+06
58 -8.38861e+06 9.72473e+06
59 -8.38861e+06 9.48681e+06
60 -8.38861e+06 9.2554e+06
61 -8.38861e+06 9.03018e+06
62 -8.38861e+06 8.81083e+06
63 -8.38861e+06 8.59706e+06
64 -8.38861e+06 8.38861e+06
65 -8.38861e+06 8.18521e+06
66 -8.38861e+06 7.98662e+06
67 -8.38861e+06 7.79262e+06
68 -8.38861e+06 7.60299e+06
69 -8.38861e+06 7.41754e+06
70 -8.38861e+06 7.23606e+06
71 -8.38861e+06 7.05839e+06
72 -8.38861e+06 6.88435e+06
73 -8.38861e+06 6.71378e+06
74 -8.38861e+06 6.54653e+06
75 -8.38861e+06 6.38246e+06
76 -8.38861e+06 6.22142e+06
77 -8.38861e+06 6.06328e+06
78 -8.38861e+06 5.90792e+06
79 -8.38861e+06 5.75523e+06
80 -8.38861e+06 5.60509e+06
81 -8.38861e+06 5.45739e+06
82 -8.38861e+06 5.31203e+06
83 -8.38861e+06 5.16891e+06
84 -8.38861e+06 5.02794e+06
85 -8.38861e+06 4.88903e+06
86 -8.38861e+06 4.75209e+06
87 -8.38861e+06 4.61704e+06
88 -8.38861e+06 4.4838e+06
89 -8.38861e+06 4.35231e+06
90 -8.38861e+06 4.22247e+06
91 -8.38861e+06 4.09423e+06
92 -8.38861e+06 3.96752e+06
93 -8.38861e+06 3.84227e+06
94 -8.38861e+06 3.71841e+06
95 -8.38861e+06 3.5959e+06
96 -8.38861e+06 3.47468e+06
97 -8.38861e+06 3.35467e+06
98 -8.38861e+06 3.23584e+06
99 -8.38861e+06 3.11813e+06
100 -8.38861e+06 3.00149e+06
101 -8.38861e+06 2.88587e+06
102 -8.38861e+06 2.77122e+06
103 -8.38861e+06 2.6575e+06
104 -8.38861e+06 2.54466e+06
105 -8.38861e+06 2.43265e+06
106 -8.38861e+06 2.32144e+06
107 -8.38861e+06 2.21098e+06
108 -8.38861e+06 2.10124e+06
109 -8.38861e+06 1.99216e+06
110 -8.38861e+06 1.88372e+06
111 -8.38861e+06 1.77588e+06
112 -8.38861e+06 1.6686e+06
113 -8.38861e+06 1.56184e+06
114 -8.38861e+06 1.45556e+06
115 -8.38861e+06 1.34974e+06
116 -8.38861e+06 1.24433e+06
117 -8.38861e+06 1.13931e+06
118 -8.38861e+06 1.03464e+06
119 -8.38861e+06 930279
120 -8.38861e+06 826206
121 -8.38861e+06 722384
122 -8.38861e+06 618781
123 -8.38861e+06 515365
124 -8.38861e+06 412106
125 -8.38861e+06 308971
126 -8.38861e+06 205929
127 -8.38861e+06 102949
128 -8.38861e+06 0
774 -2.14748e+09 2.91127e+10
903 -2.14748e+09 2.49374e+10
1419 -2.14748e+09 1.58117e+10
1677 -2.14748e+09 1.33466e+10
2322 -2.14748e+09 9.56318e+09
2451 -2.14748e+09 9.04263e+09
2967 -2.14748e+09 7.40525e+09
3483 -2.14748e+09 6.24227e+09
3741 -2.14748e+09 5.7773e+09
3870 -2.14748e+09 5.56714e+09
3999 -2.14748e+09 5.36994e+09
4515 -2.14748e+09 4.68848e+09
4644 -2.14748e+09 4.54047e+09
4773 -2.14748e+09 4.39995e+09
4902 -2.14748e+09 4.26632e+09
5031 -2.14748e+09 4.13905e+09
5547 -2.14748e+09 3.68466e+09
5676 -2.14748e+09 3.58286e+09
5805 -2.14748e+09 3.48515e+09
5934 -2.14748e+09 3.39125e+09
6063 -2.14748e+09 3.30092e+09
6450 -2.14748e+09 3.04919e+09
6837 -2.14748e+09 2.82249e+09
6966 -2.14748e+09 2.75175e+09
7095 -2.14748e+09 2.6832e+09
7611 -2.14748e+09 2.42862e+09
7869 -2.14748e+09 2.31173e+09
8385 -2.14748e+09 2.09541e+09
8514 -2.14748e+09 2.04457e+09
8643 -2.14748e+09 1.99491e+09
8772 -2.14748e+09 1.94637e+09
8901 -2.14748e+09 1.89889e+09
9030 -2.14748e+09 1.85243e+09
9159 -2.14748e+09 1.80695e+09
9288 -2.14748e+09 1.76239e+09
9417 -2.14748e+09 1.71873e+09
9546 -2.14748e+09 1.67591e+09
9675 -2.14748e+09 1.63391e+09
9804 -2.14748e+09 1.59268e+09
9933 -2.14748e+09 1.5522e+09
10062 -2.14748e+09 1.51243e+09
10191 -2.14748e+09 1.47334e+09
10320 -2.14748e+09 1.4349e+09
10449 -2.14748e+09 1.39709e+09
10578 -2.14748e+09 1.35988e+09
10707 -2.14748e+09 1.32324e+09
10836 -2.14748e+09 1.28715e+09
10965 -2.14748e+09 1.25159e+09
11094 -2.14748e+09 1.21653e+09
11223 -2.14748e+09 1.18196e+09
11352 -2.14748e+09 1.14785e+09
11481 -2.14748e+09 1.11419e+09
11610 -2.14748e+09 1.08095e+09
11739 -2.14748e+09 1.04812e+09
11868 -2.14748e+09 1.01568e+09
11997 -2.14748e+09 9.8362e+08
12126 -2.14748e+09 9.51914e+08
12255 -2.14748e+09 9.20551e+08
12384 -2.14748e+09 8.89517e+08
12513 -2.14748e+09 8.58796e+08
12642 -2.14748e+09 8.28376e+08
12771 -2.14748e+09 7.98242e+08
12900 -2.14748e+09 7.68382e+08
13029 -2.14748e+09 7.38783e+08
13158 -2.14748e+09 7.09433e+08
13287 -2.14748e+09 6.8032e+08
13416 -2.14748e+09 6.51432e+08
13545 -2.14748e+09 6.22759e+08
13674 -2.14748e+09 5.94289e+08
13803 -2.14748e+09 5.66012e+08
13932 -2.14748e+09 5.37917e+08
14061 -2.14748e+09 5.09994e+08
14190 -2.14748e+09 4.82234e+08
14319 -2.14748e+09 4.54626e+08
14448 -2.14748e+09 4.27161e+08
14577 -2.14748e+09 3.9983e+08
14706 -2.14748e+09 3.72624e+08
14835 -2.14748e+09 3.45533e+08
14964 -2.14748e+09 3.18549e+08
15093 -2.14748e+09 2.91663e+08
15222 -2.14748e+09 2.64867e+08
15351 -2.14748e+09 2.38151e+08
15480 -2.14748e+09 2.11509e+08
15609 -2.14748e+09 1.8493e+08
15738 -2.14748e+09 1.58408e+08
15867 -2.14748e+09 1.31934e+08
15996 -2.14748e+09 1.05499e+08
16125 -2.14748e+09 7.90965e+07
16254 -2.14748e+09 5.27178e+07
16383 -2.14748e+09 2.63549e+07
16641 -2.14748e+09 -2.63549e+07
16770 -2.14748e+09 -5.27178e+07
16899 -2.14748e+09 -7.90965e+07
17028 -2.14748e+09 -1.05499e+08
17157 -2.14748e+09 -1.31934e+08
17286 -2.14748e+09 -1.58408e+08
17415 -2.14748e+09 -1.8493e+08
17544 -2.14748e+09 -2.11509e+08
17673 -2.14748e+09 -2.38151e+08
17802 -2.14748e+09 -2.64867e+08
17931 -2.14748e+09 -2.91663e+08
18060 -2.14748e+09 -3.18549e+08
18189 -2.14748e+09 -3.45533e+08
18318 -2.14748e+09 -3.72624e+08
18447 -2.14748e+09 -3.9983e+08
18576 -2.14748e+09 -4.27161e+08
18705 -2.14748e+09 -4.54626e+08
18834 -2.14748e+09 -4.82234e+08
18963 -2.14748e+09 -5.09994e+08
19092 -2.14748e+09 -5.37917e+08
19221 -2.14748e+09 -5.66012e+08
19350 -2.14748e+09 -5.94289e+08
19479 -2.14748e+09 -6.22759e+08
19608 -2.14748e+09 -6.51432e+08
19737 -2.14748e+09 -6.8032e+08
19866 -2.14748e+09 -7.09433e+08
19995 -2.14748e+09 -7.38783e+08
20124 -2.14748e+09 -7.68382e+08
20253 -2.14748e+09 -7.98242e+08
20382 -2.14748e+09 -8.28376e+08
20511 -2.14748e+09 -8.58796e+08
20640 -2.14748e+09 -8.89517e+08
20769 -2.14748e+09 -9.20551e+08
20898 -2.14748e+09 -9.51914e+08
21027 -2.14748e+09 -9.8362e+08
21156 -2.14748e+09 -1.01568e+09
21285 -2.14748e+09 -1.04812e+09
21414 -2.14748e+09 -1.08095e+09
21543 -2.14748e+09 -1.11419e+09
21672 -2.14748e+09 -1.14785e+09
21801 -2.14748e+09 -1.18196e+09
21930 -2.14748e+09 -1.21653e+09
22059 -2.14748e+09 -1.25159e+09
22188 -2.14748e+09 -1.28715e+09
22317 -2.14748e+09 -1.32324e+09
22446 -2.14748e+09 -1.35988e+09
22575 -2.14748e+09 -1.39709e+09
22704 -2.14748e+09 -1.4349e+09
22833 -2.14748e+09 -1.47334e+09
22962 -2.14748e+09 -1.51243e+09
23091 -2.14748e+09 -1.5522e+09
23220 -2.14748e+09 -1.59268e+09
23349 -2.14748e+09 -1.63391e+09
23478 -2.14748e+09 -1.67591e+09
23607 -2.14748e+09 -1.71873e+09
23736 -2.14748e+09 -1.76239e+09
23865 -2.14748e+09 -1.80695e+09
23994 -2.14748e+09 -1.85243e+09
24123 -2.14748e+09 -1.89889e+09
24252 -2.14748e+09 -1.94637e+09
24381 -2.14748e+09 -1.99491e+09
24510 -2.14748e+09 -2.04457e+09
24639 -2.14748e+09 -2.09541e+09
24897 -2.14748e+09 -2.20085e+09
25284 -2.14748e+09 -2.36938e+09
25800 -2.14748e+09 -2.61672e+09
26187 -2.14748e+09 -2.82249e+09
26316 -2.14748e+09 -2.89555e+09
26961 -2.14748e+09 -3.30092e+09
27090 -2.14748e+09 -3.39125e+09
27219 -2.14748e+09 -3.48515e+09
27348 -2.14748e+09 -3.58286e+09
27477 -2.14748e+09 -3.68466e+09
27606 -2.14748e+09 -3.79084e+09
27864 -2.14748e+09 -4.01766e+09
27993 -2.14748e+09 -4.13905e+09
28380 -2.14748e+09 -4.54047e+09
28638 -2.14748e+09 -4.84465e+09
29154 -2.14748e+09 -5.56714e+09
29283 -2.14748e+09 -5.7773e+09
29412 -2.14748e+09 -6.00181e+09
29541 -2.14748e+09 -6.24227e+09
29928 -2.14748e+09 -7.0793e+09
30057 -2.14748e+09 -7.40525e+09
30186 -2.14748e+09 -7.76001e+09
31089 -2.14748e+09 -1.15341e+10
31347 -2.14748e+09 -1.33466e+10
31605 -2.14748e+09 -1.58117e+10
32121 -2.14748e+09 -2.49374e+10
32250 -2.14748e+09 -2.91127e+10
